customer_no,Full_Date,deliquency_months,recovery_amt,recovery_branch
3489,2017-05-01,30 Days,1.77,Bhopal
3492,2018-03-01,6 Month,2.36,Bengaluru
3493,2017-07-01,60 Days,6.48,Delhi
3495,2018-12-01,30 Days,13.98,Shillong
3496,2017-10-01,24 Months and more,3.53,Jaipur
3497,2018-11-01,90 Days,5.3,Jaipur
3499,2017-04-01,6 Month,1.77,Delhi
3500,2017-09-01,6 Month,6.99,Delhi
3501,2018-09-01,90 Days,2.36,Aurangabad
3503,2017-01-01,24 Months and more,2.36,Nasik
3504,2018-10-01,6 Month,1.18,Chandigarh
3505,2017-07-01,6 Month,8.39,Mumbai
3506,2017-08-01,60 Days,8.39,Nasik
3507,2017-10-01,24 Months and more,4.71,Chandigarh
3509,2017-06-01,90 Days,8.39,Nagpur
3510,2018-11-01,30 Days,5.59,Bengaluru
3511,2017-03-01,6 Month,1.77,Srinagar
3512,2017-06-01,24 Months and more,16.78,Gandhinagar
3513,2017-08-01,6 Month,16.78,Bengaluru
3514,2018-08-01,24 Months and more,5.3,Jaipur
3516,2017-10-01,12 Months,2.94,Chandigarh
3517,2017-09-01,90 Days,3.53,Nagpur
3518,2018-04-01,60 Days,11.19,Srinagar
3519,2018-01-01,30 Days,5.89,Srinagar
3521,2018-12-01,12 Months,13.98,Srinagar
3522,2017-08-01,30 Days,5.89,Shillong
3523,2018-01-01,30 Days,6.48,Gandhinagar
3526,2018-11-01,30 Days,4.71,Chennai
3527,2018-12-01,90 Days,7.07,Nagpur
3528,2017-01-01,6 Month,16.78,Chennai
3529,2017-08-01,60 Days,4.12,Ranchi
3530,2017-11-01,30 Days,7.07,Aurangabad
3531,2018-11-01,24 Months and more,3.53,Jaipur
3533,2018-02-01,6 Month,15.38,Jaipur
3534,2017-04-01,90 Days,2.94,Chandigarh
3535,2017-11-01,12 Months,7.07,Mumbai
3536,2018-01-01,90 Days,1.77,Bhopal
3537,2017-09-01,60 Days,2.36,Delhi
3538,2018-09-01,24 Months and more,5.3,Chandigarh
3540,2018-11-01,24 Months and more,7.07,Pune
3544,2017-07-01,60 Days,0.59,Gandhinagar
3545,2018-02-01,6 Month,2.8,Pune
3547,2018-04-01,12 Months,11.19,Shillong
3548,2017-02-01,24 Months and more,12.59,Srinagar
3549,2018-02-01,6 Month,5.89,Shillong
3550,2017-11-01,6 Month,9.79,Mumbai
3551,2017-03-01,6 Month,0.59,Nasik
3552,2018-10-01,6 Month,5.89,Aurangabad
3554,2017-04-01,60 Days,2.8,Gandhinagar
3555,2017-10-01,24 Months and more,1.77,Chandigarh
3556,2018-11-01,12 Months,4.71,Mumbai
3557,2017-01-01,24 Months and more,3.53,Nasik
3558,2018-01-01,6 Month,7.07,Nasik
3559,2018-05-01,12 Months,10.6,Aurangabad
3560,2018-08-01,12 Months,7.07,Delhi
3562,2018-04-01,12 Months,4.71,Nagpur
3563,2018-06-01,60 Days,2.8,Mumbai
3564,2018-07-01,24 Months and more,15.38,Delhi
3565,2018-03-01,30 Days,16.78,Bengaluru
3566,2017-11-01,12 Months,11.19,Srinagar
3567,2017-06-01,90 Days,4.12,Chandigarh
3568,2017-05-01,24 Months and more,9.42,Mumbai
3569,2017-02-01,12 Months,11.19,Chandigarh
3570,2018-01-01,30 Days,2.8,Bhopal
3571,2018-05-01,90 Days,2.94,Srinagar
3572,2018-10-01,24 Months and more,2.8,Shillong
3573,2018-09-01,6 Month,9.42,Jaipur
3574,2018-04-01,90 Days,8.39,Bengaluru
3576,2018-02-01,12 Months,9.79,Aurangabad
3578,2018-11-01,12 Months,3.53,Nasik
3579,2017-02-01,12 Months,2.8,Pune
3580,2017-08-01,24 Months and more,4.12,Aurangabad
3581,2018-02-01,30 Days,9.42,Jaipur
3583,2018-10-01,24 Months and more,2.94,Chennai
3585,2018-07-01,24 Months and more,5.3,Delhi
3586,2018-08-01,30 Days,4.71,Bengaluru
3589,2018-04-01,24 Months and more,1.18,Shillong
3593,2017-05-01,30 Days,4.71,Chennai
3594,2017-10-01,24 Months and more,15.38,Bhopal
3595,2017-03-01,90 Days,2.36,Nagpur
3596,2018-12-01,30 Days,12.95,Chennai
3597,2018-02-01,12 Months,6.48,Bengaluru
3598,2018-02-01,30 Days,5.3,Bengaluru
3599,2018-01-01,30 Days,4.71,Gandhinagar
3601,2017-02-01,12 Months,4.71,Shillong
3603,2017-04-01,30 Days,12.59,Chandigarh
3604,2018-04-01,60 Days,8.39,Chennai
3605,2018-05-01,12 Months,5.3,Pune
3606,2017-03-01,6 Month,4.2,Mumbai
3609,2017-05-01,24 Months and more,1.4,Pune
3610,2018-10-01,6 Month,2.8,Ranchi
3611,2017-12-01,30 Days,7.07,Gandhinagar
3613,2018-02-01,24 Months and more,4.71,Srinagar
3614,2017-01-01,60 Days,0.59,Srinagar
3615,2018-07-01,12 Months,5.59,Delhi
3616,2017-10-01,12 Months,6.48,Shillong
3618,2017-01-01,60 Days,1.4,Delhi
3619,2017-12-01,90 Days,4.12,Delhi
3620,2018-04-01,90 Days,1.18,Nasik
3622,2018-10-01,90 Days,4.71,Gandhinagar
3623,2018-08-01,30 Days,16.78,Aurangabad
3624,2017-12-01,30 Days,3.53,Aurangabad
3625,2018-05-01,90 Days,13.98,Aurangabad
3627,2018-08-01,6 Month,2.8,Gandhinagar
3628,2018-11-01,6 Month,1.18,Gandhinagar
3629,2017-09-01,90 Days,0.59,Nagpur
3632,2017-08-01,90 Days,9.42,Shillong
3633,2017-09-01,6 Month,3.53,Delhi
3634,2018-12-01,6 Month,2.94,Aurangabad
3635,2018-07-01,30 Days,2.8,Delhi
3636,2018-09-01,30 Days,12.95,Shillong
3637,2018-07-01,90 Days,1.18,Gandhinagar
3638,2018-11-01,6 Month,4.12,Shillong
3639,2017-12-01,90 Days,0.59,Ranchi
3640,2017-06-01,60 Days,11.78,Nagpur
3642,2018-11-01,90 Days,16.78,Gandhinagar
3643,2017-08-01,30 Days,12.59,Gandhinagar
3644,2017-11-01,90 Days,4.71,Ranchi
3646,2017-01-01,60 Days,6.48,Chandigarh
3648,2017-07-01,90 Days,8.39,Bengaluru
3651,2017-07-01,12 Months,2.36,Srinagar
3653,2017-10-01,30 Days,1.18,Shillong
3654,2018-12-01,12 Months,11.19,Srinagar
3655,2017-05-01,60 Days,7.07,Bhopal
3656,2018-09-01,60 Days,7.07,Shillong
3657,2017-10-01,6 Month,1.18,Chennai
3658,2018-06-01,12 Months,8.24,Shillong
3659,2018-05-01,60 Days,13.98,Aurangabad
3661,2018-11-01,90 Days,8.39,Gandhinagar
3662,2018-01-01,12 Months,4.12,Chennai
3664,2017-01-01,90 Days,4.71,Shillong
3665,2018-07-01,30 Days,3.53,Gandhinagar
3666,2017-05-01,90 Days,7.07,Delhi
3667,2018-06-01,6 Month,6.99,Ranchi
3669,2017-06-01,6 Month,4.12,Mumbai
3670,2018-07-01,30 Days,5.3,Ranchi
3673,2018-05-01,90 Days,8.24,Mumbai
3677,2017-01-01,24 Months and more,7.07,Pune
3679,2017-11-01,30 Days,7.07,Nasik
3680,2018-02-01,30 Days,12.59,Nagpur
3683,2017-12-01,12 Months,1.4,Aurangabad
3684,2018-07-01,24 Months and more,4.12,Chandigarh
3685,2017-06-01,12 Months,1.4,Mumbai
3686,2017-10-01,60 Days,7.07,Chandigarh
3687,2018-03-01,12 Months,3.53,Jaipur
3688,2018-05-01,60 Days,3.53,Mumbai
3689,2018-08-01,30 Days,15.38,Bhopal
3691,2018-06-01,30 Days,9.79,Shillong
3694,2017-05-01,60 Days,5.89,Shillong
3695,2018-06-01,12 Months,1.77,Pune
3696,2017-03-01,24 Months and more,1.4,Shillong
3699,2017-01-01,12 Months,9.79,Nasik
3700,2017-01-01,24 Months and more,12.59,Chennai
3701,2018-07-01,60 Days,9.42,Aurangabad
3702,2018-08-01,6 Month,2.36,Chandigarh
3703,2017-08-01,90 Days,15.38,Gandhinagar
3705,2018-11-01,12 Months,1.4,Mumbai
3706,2017-03-01,30 Days,11.78,Chandigarh
3707,2017-11-01,6 Month,16.78,Shillong
3708,2017-04-01,90 Days,4.12,Bengaluru
3710,2018-06-01,60 Days,1.18,Bengaluru
3711,2017-10-01,60 Days,5.89,Srinagar
3712,2018-01-01,24 Months and more,2.36,Jaipur
3715,2018-01-01,90 Days,12.59,Nasik
3716,2017-06-01,60 Days,9.79,Bengaluru
3717,2017-10-01,12 Months,0.59,Pune
3720,2017-03-01,12 Months,8.24,Srinagar
3721,2017-06-01,30 Days,16.78,Pune
3722,2017-11-01,30 Days,15.38,Jaipur
3724,2017-08-01,90 Days,2.94,Chandigarh
3726,2018-04-01,30 Days,1.18,Bengaluru
3727,2018-06-01,6 Month,1.77,Chennai
3728,2018-02-01,12 Months,5.89,Chandigarh
3729,2018-10-01,6 Month,1.77,Gandhinagar
3730,2017-02-01,6 Month,4.71,Srinagar
3731,2018-05-01,6 Month,2.8,Bengaluru
3733,2018-12-01,24 Months and more,3.53,Bengaluru
3734,2017-12-01,90 Days,4.71,Delhi
3735,2017-12-01,30 Days,6.48,Delhi
3736,2018-11-01,6 Month,5.89,Pune
3737,2018-09-01,6 Month,1.77,Shillong
3738,2017-04-01,30 Days,4.71,Nasik
3739,2017-05-01,30 Days,4.2,Nasik
3742,2018-05-01,30 Days,6.99,Shillong
3743,2017-07-01,30 Days,6.99,Bhopal
3744,2017-08-01,30 Days,11.19,Pune
3745,2017-01-01,60 Days,2.36,Mumbai
3746,2017-06-01,12 Months,1.18,Nagpur
3747,2017-06-01,60 Days,12.59,Bhopal
3748,2018-12-01,6 Month,1.18,Chandigarh
3749,2018-06-01,12 Months,5.89,Bhopal
3750,2017-11-01,12 Months,11.19,Srinagar
3752,2017-09-01,12 Months,5.89,Gandhinagar
3754,2018-12-01,24 Months and more,0.59,Bengaluru
3756,2017-06-01,90 Days,1.77,Mumbai
3757,2017-08-01,24 Months and more,2.94,Pune
3758,2017-07-01,30 Days,4.12,Nasik
3759,2018-05-01,60 Days,16.78,Delhi
3760,2018-11-01,30 Days,4.71,Mumbai
3761,2017-05-01,90 Days,4.71,Aurangabad
3762,2018-04-01,24 Months and more,5.3,Delhi
3768,2018-05-01,60 Days,4.71,Ranchi
3769,2017-07-01,30 Days,1.77,Chennai
3770,2018-05-01,90 Days,1.77,Bengaluru
3771,2018-12-01,6 Month,1.4,Pune
3772,2017-12-01,6 Month,12.95,Jaipur
3773,2017-09-01,12 Months,2.94,Jaipur
3774,2018-08-01,90 Days,14.13,Nagpur
3776,2018-04-01,6 Month,8.24,Nagpur
3777,2017-06-01,60 Days,9.79,Gandhinagar
3779,2017-12-01,6 Month,0.59,Aurangabad
3780,2018-06-01,6 Month,6.48,Srinagar
3781,2018-12-01,30 Days,5.3,Bhopal
3784,2017-11-01,30 Days,11.19,Pune
3786,2018-01-01,60 Days,2.36,Bhopal
3787,2018-05-01,60 Days,0.59,Pune
3788,2017-04-01,30 Days,6.48,Shillong
3789,2018-03-01,6 Month,2.8,Srinagar
3790,2017-10-01,24 Months and more,0.59,Ranchi
3791,2017-11-01,6 Month,5.89,Delhi
3796,2017-09-01,60 Days,0.59,Gandhinagar
3797,2018-05-01,6 Month,7.07,Delhi
3799,2018-03-01,30 Days,1.18,Ranchi
3800,2017-05-01,6 Month,1.18,Shillong
3801,2018-05-01,12 Months,1.77,Jaipur
3803,2017-11-01,24 Months and more,5.89,Bhopal
3804,2018-10-01,90 Days,1.4,Bengaluru
3805,2018-01-01,24 Months and more,0.59,Nagpur
3807,2017-06-01,12 Months,4.71,Bhopal
3809,2017-06-01,90 Days,13.98,Chennai
3810,2017-05-01,30 Days,5.59,Chennai
3811,2017-01-01,12 Months,5.3,Chandigarh
3812,2017-11-01,90 Days,8.39,Jaipur
3813,2017-07-01,60 Days,8.39,Pune
3814,2017-05-01,90 Days,4.12,Srinagar
3817,2018-10-01,12 Months,1.18,Mumbai
3819,2017-08-01,30 Days,2.94,Chennai
3821,2017-06-01,6 Month,3.53,Chandigarh
3822,2018-12-01,60 Days,1.77,Chennai
3825,2017-05-01,60 Days,9.79,Bhopal
3827,2017-02-01,30 Days,12.59,Chandigarh
3828,2017-03-01,90 Days,8.39,Jaipur
3829,2017-06-01,6 Month,1.4,Chandigarh
3831,2018-05-01,12 Months,15.38,Gandhinagar
3833,2018-02-01,30 Days,15.38,Mumbai
3834,2018-10-01,6 Month,9.79,Chennai
3835,2017-04-01,90 Days,4.12,Mumbai
3836,2018-12-01,24 Months and more,2.8,Mumbai
3837,2017-09-01,6 Month,12.59,Pune
3838,2017-12-01,90 Days,1.18,Gandhinagar
3839,2017-08-01,24 Months and more,7.07,Nagpur
3840,2018-06-01,12 Months,3.53,Pune
3842,2018-08-01,60 Days,12.59,Pune
3844,2017-10-01,90 Days,1.18,Jaipur
3845,2018-05-01,6 Month,13.98,Delhi
3846,2017-08-01,6 Month,6.99,Gandhinagar
3848,2018-10-01,24 Months and more,1.18,Chennai
3850,2018-04-01,24 Months and more,4.12,Jaipur
3853,2017-04-01,60 Days,15.38,Jaipur
3858,2017-03-01,30 Days,7.07,Nasik
3859,2018-09-01,60 Days,16.78,Chandigarh
3860,2018-09-01,30 Days,11.19,Gandhinagar
3861,2018-01-01,90 Days,2.94,Shillong
3862,2017-01-01,12 Months,1.4,Ranchi
3863,2018-06-01,30 Days,2.36,Pune
3864,2017-07-01,60 Days,6.48,Chennai
3866,2017-07-01,60 Days,5.89,Aurangabad
3867,2017-04-01,12 Months,1.77,Ranchi
3868,2017-05-01,90 Days,5.89,Bengaluru
3869,2017-01-01,12 Months,12.59,Aurangabad
3870,2017-12-01,60 Days,11.19,Bengaluru
3873,2017-01-01,30 Days,6.48,Mumbai
3874,2017-05-01,12 Months,4.12,Aurangabad
3875,2018-09-01,24 Months and more,4.12,Chandigarh
3876,2017-10-01,30 Days,1.18,Jaipur
3877,2018-10-01,30 Days,8.24,Chandigarh
3878,2017-11-01,6 Month,2.94,Jaipur
3879,2017-02-01,6 Month,6.48,Ranchi
3880,2017-07-01,6 Month,4.12,Nasik
3881,2017-03-01,6 Month,6.48,Gandhinagar
3883,2018-09-01,60 Days,0.59,Pune
3886,2018-01-01,90 Days,1.18,Bengaluru
3887,2018-12-01,30 Days,5.89,Nagpur
3888,2017-11-01,12 Months,10.6,Shillong
3889,2018-02-01,60 Days,2.36,Chandigarh
3892,2017-11-01,24 Months and more,5.3,Bhopal
3894,2018-10-01,6 Month,12.59,Ranchi
3898,2017-04-01,60 Days,2.8,Chandigarh
3899,2018-01-01,30 Days,12.59,Bengaluru
3901,2018-09-01,30 Days,8.39,Chandigarh
3902,2018-03-01,12 Months,0.59,Nagpur
3903,2018-11-01,30 Days,5.59,Jaipur
3904,2018-09-01,30 Days,3.53,Pune
3905,2018-08-01,12 Months,4.71,Jaipur
3906,2017-05-01,6 Month,9.42,Gandhinagar
3907,2018-08-01,12 Months,1.4,Aurangabad
3908,2017-02-01,90 Days,2.94,Nasik
3909,2018-01-01,6 Month,2.8,Bengaluru
3910,2017-02-01,12 Months,5.3,Jaipur
3911,2018-08-01,30 Days,1.18,Chennai
3913,2018-05-01,24 Months and more,3.53,Pune
3914,2017-12-01,24 Months and more,8.39,Delhi
3915,2018-02-01,6 Month,0.59,Bhopal
3916,2017-03-01,6 Month,3.53,Jaipur
3918,2017-05-01,30 Days,4.71,Shillong
3919,2017-02-01,24 Months and more,5.59,Pune
3920,2018-01-01,6 Month,4.71,Jaipur
3921,2018-05-01,12 Months,5.89,Chennai
3922,2018-02-01,24 Months and more,12.59,Aurangabad
3923,2017-08-01,24 Months and more,4.12,Shillong
3925,2018-03-01,90 Days,4.2,Nagpur
3928,2017-04-01,6 Month,2.94,Jaipur
3931,2018-04-01,60 Days,1.77,Chennai
3932,2017-05-01,6 Month,5.59,Chandigarh
3933,2017-08-01,6 Month,5.89,Bengaluru
3934,2018-08-01,6 Month,6.48,Delhi
3935,2017-04-01,30 Days,3.53,Gandhinagar
3937,2017-11-01,12 Months,11.78,Pune
3938,2017-02-01,24 Months and more,3.53,Ranchi
3939,2018-09-01,60 Days,12.59,Shillong
3941,2017-03-01,90 Days,9.42,Jaipur
3942,2017-09-01,30 Days,5.89,Bengaluru
3944,2017-06-01,60 Days,0.59,Shillong
3945,2017-04-01,60 Days,0.59,Bhopal
3946,2018-12-01,12 Months,6.48,Jaipur
3948,2017-12-01,24 Months and more,1.4,Chandigarh
3949,2018-09-01,90 Days,5.59,Ranchi
3950,2017-01-01,30 Days,5.3,Aurangabad
3952,2018-01-01,24 Months and more,11.19,Chennai
3953,2017-10-01,90 Days,0.59,Delhi
3954,2017-12-01,90 Days,4.71,Pune
3955,2017-02-01,6 Month,2.8,Chennai
3956,2017-07-01,6 Month,2.94,Bhopal
3957,2017-03-01,24 Months and more,8.39,Chennai
3958,2017-06-01,30 Days,4.2,Shillong
3960,2017-08-01,24 Months and more,6.48,Gandhinagar
3961,2018-11-01,90 Days,5.3,Shillong
3963,2017-09-01,24 Months and more,2.36,Chennai
3968,2018-02-01,12 Months,1.4,Gandhinagar
3969,2017-02-01,24 Months and more,7.07,Pune
3970,2018-08-01,24 Months and more,4.2,Chennai
3971,2018-07-01,12 Months,5.89,Srinagar
3972,2018-05-01,90 Days,2.36,Jaipur
3974,2018-08-01,60 Days,5.3,Ranchi
3976,2018-01-01,90 Days,5.3,Nasik
3977,2018-10-01,6 Month,12.95,Nagpur
3978,2017-02-01,24 Months and more,2.8,Delhi
3980,2017-12-01,12 Months,7.07,Pune
3981,2017-10-01,24 Months and more,2.36,Pune
3982,2018-11-01,60 Days,9.79,Mumbai
3983,2017-04-01,60 Days,7.07,Gandhinagar
3985,2018-01-01,24 Months and more,5.89,Bengaluru
3986,2017-06-01,12 Months,1.4,Jaipur
3987,2017-07-01,30 Days,4.71,Srinagar
3988,2017-05-01,60 Days,2.36,Shillong
3989,2017-08-01,24 Months and more,2.94,Nagpur
3990,2018-03-01,30 Days,2.36,Chennai
3991,2018-01-01,6 Month,1.77,Chennai
3993,2018-04-01,6 Month,4.71,Mumbai
3994,2018-02-01,12 Months,12.59,Pune
3997,2018-08-01,60 Days,3.53,Ranchi
3999,2018-04-01,30 Days,4.71,Pune
4000,2018-09-01,90 Days,5.89,Srinagar
4006,2017-06-01,90 Days,4.2,Bengaluru
4008,2018-11-01,90 Days,14.13,Pune
4011,2018-07-01,90 Days,15.38,Srinagar
4013,2018-05-01,30 Days,6.48,Mumbai
4014,2018-01-01,30 Days,10.6,Srinagar
4017,2018-04-01,30 Days,1.18,Nagpur
4019,2018-03-01,12 Months,1.18,Chandigarh
4020,2018-11-01,90 Days,6.99,Chennai
4021,2018-01-01,12 Months,4.71,Chennai
4022,2018-07-01,6 Month,4.2,Chandigarh
4025,2017-04-01,30 Days,5.3,Gandhinagar
4026,2017-11-01,6 Month,1.18,Delhi
4027,2017-03-01,12 Months,12.95,Jaipur
4030,2017-04-01,12 Months,6.48,Nasik
4031,2017-05-01,6 Month,1.4,Jaipur
4033,2017-12-01,90 Days,2.36,Aurangabad
4035,2017-12-01,12 Months,16.78,Srinagar
4036,2018-01-01,6 Month,4.2,Jaipur
4038,2018-11-01,90 Days,12.95,Shillong
4040,2018-07-01,30 Days,11.19,Nasik
4042,2018-04-01,12 Months,12.59,Aurangabad
4044,2017-07-01,90 Days,5.59,Jaipur
4045,2017-09-01,6 Month,8.39,Srinagar
4046,2017-02-01,24 Months and more,15.38,Pune
4047,2017-06-01,6 Month,1.18,Bengaluru
4048,2017-12-01,12 Months,12.59,Bengaluru
4049,2017-03-01,12 Months,9.42,Mumbai
4050,2018-09-01,6 Month,11.19,Chennai
4052,2017-06-01,30 Days,7.07,Ranchi
4053,2018-06-01,30 Days,16.78,Bengaluru
4054,2017-09-01,24 Months and more,2.36,Chandigarh
4055,2018-08-01,30 Days,1.77,Bengaluru
4056,2018-03-01,60 Days,1.18,Srinagar
4057,2017-05-01,24 Months and more,3.53,Mumbai
4058,2018-02-01,12 Months,1.4,Pune
4059,2017-08-01,30 Days,7.07,Chennai
4060,2018-06-01,60 Days,2.36,Bhopal
4061,2017-02-01,6 Month,7.07,Delhi
4062,2017-07-01,24 Months and more,6.48,Bhopal
4064,2017-12-01,90 Days,4.12,Nagpur
4065,2018-11-01,60 Days,11.19,Jaipur
4066,2018-05-01,60 Days,2.36,Gandhinagar
4067,2018-05-01,90 Days,2.8,Delhi
4068,2018-08-01,30 Days,0.59,Nasik
4070,2017-10-01,90 Days,6.99,Mumbai
4071,2017-01-01,90 Days,5.59,Mumbai
4073,2017-09-01,30 Days,12.59,Pune
4075,2017-09-01,30 Days,9.42,Ranchi
4078,2017-08-01,90 Days,4.12,Delhi
4080,2018-10-01,12 Months,4.12,Chennai
4081,2018-07-01,60 Days,5.89,Jaipur
4084,2018-07-01,30 Days,9.79,Bhopal
4085,2018-05-01,24 Months and more,0.59,Aurangabad
4086,2017-09-01,12 Months,7.07,Shillong
4087,2017-11-01,12 Months,2.94,Nasik
4088,2018-10-01,6 Month,2.36,Ranchi
4091,2018-01-01,60 Days,3.53,Shillong
4096,2017-11-01,30 Days,12.95,Ranchi
4097,2017-06-01,90 Days,6.48,Nagpur
4099,2018-11-01,24 Months and more,2.36,Srinagar
4100,2018-12-01,60 Days,11.78,Delhi
4102,2018-01-01,60 Days,7.07,Pune
4104,2017-05-01,90 Days,4.12,Srinagar
4105,2017-08-01,90 Days,12.59,Aurangabad
4106,2017-06-01,12 Months,0.59,Delhi
4107,2018-04-01,60 Days,7.07,Aurangabad
4109,2018-02-01,30 Days,4.2,Mumbai
4110,2017-04-01,6 Month,3.53,Bhopal
4111,2017-01-01,24 Months and more,11.19,Srinagar
4114,2018-03-01,60 Days,1.77,Nasik
4116,2017-10-01,60 Days,11.19,Mumbai
4117,2018-04-01,12 Months,1.18,Mumbai
4118,2018-05-01,12 Months,2.36,Gandhinagar
4120,2017-06-01,6 Month,12.59,Bhopal
4121,2018-01-01,90 Days,1.18,Chandigarh
4122,2017-09-01,30 Days,11.78,Aurangabad
4123,2017-09-01,24 Months and more,2.94,Ranchi
4125,2017-06-01,90 Days,5.59,Delhi
4127,2017-06-01,24 Months and more,6.48,Delhi
4130,2017-06-01,90 Days,4.2,Nagpur
4132,2018-04-01,90 Days,11.78,Shillong
4134,2018-04-01,6 Month,15.38,Shillong
4135,2018-09-01,24 Months and more,4.2,Mumbai
4137,2017-03-01,24 Months and more,4.71,Aurangabad
4139,2017-12-01,60 Days,4.71,Chennai
4140,2018-06-01,60 Days,1.18,Srinagar
4142,2018-12-01,24 Months and more,15.38,Chennai
4143,2018-05-01,30 Days,5.3,Chennai
4144,2017-07-01,6 Month,4.12,Nasik
4146,2017-01-01,90 Days,2.8,Ranchi
4150,2017-05-01,6 Month,2.36,Pune
4152,2017-10-01,60 Days,1.18,Shillong
4153,2017-09-01,90 Days,1.77,Srinagar
4154,2018-07-01,24 Months and more,2.36,Gandhinagar
4157,2018-05-01,24 Months and more,6.48,Chandigarh
4158,2017-10-01,30 Days,6.48,Delhi
4159,2017-08-01,90 Days,1.77,Aurangabad
4163,2018-09-01,30 Days,2.36,Nagpur
4164,2017-02-01,6 Month,5.89,Gandhinagar
4165,2018-12-01,12 Months,7.07,Nasik
4167,2017-09-01,30 Days,4.12,Srinagar
4168,2017-12-01,90 Days,5.89,Srinagar
4170,2017-08-01,30 Days,14.13,Mumbai
4171,2017-12-01,12 Months,2.8,Chandigarh
4172,2017-03-01,60 Days,12.59,Bengaluru
4173,2017-08-01,30 Days,7.07,Bhopal
4174,2018-05-01,24 Months and more,1.77,Mumbai
4175,2017-10-01,12 Months,2.8,Nasik
4176,2018-02-01,24 Months and more,11.19,Bhopal
4177,2017-04-01,6 Month,16.78,Nasik
4179,2017-10-01,90 Days,4.71,Mumbai
4180,2018-03-01,90 Days,16.78,Ranchi
4181,2018-04-01,60 Days,3.53,Nagpur
4182,2017-04-01,90 Days,7.07,Mumbai
4183,2017-07-01,60 Days,13.98,Pune
4184,2017-04-01,12 Months,1.18,Chandigarh
4185,2017-03-01,24 Months and more,4.12,Chandigarh
4188,2017-09-01,60 Days,5.3,Jaipur
4189,2017-04-01,6 Month,7.07,Ranchi
4192,2018-06-01,6 Month,12.59,Pune
4193,2017-05-01,30 Days,2.36,Jaipur
4194,2017-07-01,24 Months and more,1.18,Aurangabad
4195,2018-05-01,30 Days,5.3,Delhi
4198,2018-01-01,60 Days,5.89,Mumbai
4199,2018-08-01,6 Month,7.07,Chennai
4200,2018-05-01,30 Days,1.18,Ranchi
4201,2018-09-01,90 Days,7.07,Chandigarh
4202,2018-11-01,12 Months,1.18,Bengaluru
4204,2017-10-01,12 Months,9.42,Gandhinagar
4205,2018-04-01,30 Days,3.53,Chandigarh
4208,2018-10-01,12 Months,1.18,Shillong
4212,2017-09-01,90 Days,13.98,Chandigarh
4213,2018-09-01,24 Months and more,4.12,Bengaluru
4214,2017-02-01,30 Days,4.12,Bengaluru
4215,2018-11-01,90 Days,2.8,Chennai
4216,2018-06-01,30 Days,15.38,Aurangabad
4218,2017-02-01,60 Days,4.12,Chennai
4219,2017-09-01,60 Days,13.98,Bhopal
4220,2018-02-01,60 Days,4.71,Gandhinagar
4221,2017-03-01,30 Days,16.78,Srinagar
4224,2018-08-01,60 Days,6.99,Jaipur
4225,2018-02-01,6 Month,4.71,Chennai
4226,2017-07-01,90 Days,16.78,Nasik
4227,2017-10-01,6 Month,12.59,Chennai
4228,2018-07-01,12 Months,4.2,Chennai
4231,2018-06-01,6 Month,13.98,Bengaluru
4232,2017-05-01,90 Days,13.98,Nasik
4234,2017-03-01,12 Months,1.77,Gandhinagar
4235,2018-07-01,30 Days,5.59,Jaipur
4237,2018-07-01,90 Days,6.48,Nasik
4238,2017-09-01,90 Days,7.07,Nasik
4240,2018-04-01,6 Month,4.2,Nagpur
4241,2018-04-01,30 Days,2.8,Delhi
4242,2017-05-01,24 Months and more,5.3,Mumbai
4244,2017-12-01,90 Days,5.89,Bhopal
4246,2018-04-01,60 Days,3.53,Chandigarh
4247,2018-03-01,60 Days,5.89,Jaipur
4248,2018-02-01,6 Month,4.71,Chennai
4250,2018-02-01,30 Days,1.77,Pune
4251,2017-06-01,24 Months and more,1.77,Chandigarh
4253,2018-08-01,90 Days,13.98,Nagpur
4254,2017-09-01,90 Days,15.38,Bengaluru
4255,2017-03-01,30 Days,5.89,Nasik
4256,2017-01-01,30 Days,5.89,Jaipur
4258,2018-10-01,90 Days,2.94,Srinagar
4260,2018-12-01,90 Days,9.79,Aurangabad
4261,2018-02-01,6 Month,5.3,Chandigarh
4262,2018-07-01,12 Months,2.94,Jaipur
4264,2018-02-01,60 Days,4.71,Chennai
4266,2018-11-01,12 Months,5.59,Chandigarh
4267,2017-09-01,6 Month,1.77,Chennai
4268,2018-06-01,12 Months,4.2,Nagpur
4269,2018-04-01,6 Month,2.8,Bhopal
4272,2017-06-01,60 Days,6.99,Pune
4273,2017-06-01,60 Days,6.99,Nagpur
4274,2017-08-01,24 Months and more,15.38,Bengaluru
4275,2018-07-01,12 Months,2.8,Chennai
4276,2018-01-01,6 Month,1.18,Chandigarh
4277,2018-12-01,6 Month,3.53,Nasik
4278,2018-07-01,12 Months,7.07,Mumbai
4279,2018-03-01,24 Months and more,5.3,Bhopal
4280,2017-09-01,30 Days,15.38,Nasik
4281,2018-10-01,60 Days,2.94,Shillong
4282,2017-06-01,60 Days,9.79,Bengaluru
4284,2017-07-01,6 Month,11.19,Chennai
4285,2017-07-01,90 Days,5.89,Bengaluru
4287,2018-02-01,6 Month,7.07,Bengaluru
4289,2018-08-01,6 Month,16.78,Nagpur
4290,2018-11-01,90 Days,9.79,Chennai
4291,2017-02-01,12 Months,12.95,Mumbai
4292,2017-06-01,24 Months and more,3.53,Gandhinagar
